tasa_cumplimiento,pagos_puntuales,pagos_atrasados,defaults,atraso_max_periodos,defaults_tras_cobro,antiguedad_periodos,disputas_perdidas,incumplio
714285,2,3,2,2435421,2,7,0,1
1000000,4,0,0,0,0,4,0,0
750000,1,5,2,1827225,2,8,0,1
500000,2,0,2,0,0,4,0,0
1000000,0,0,0,0,0,0,0,0
833333,4,1,1,369710,1,6,0,0
750000,5,1,2,614854,2,8,0,0
500000,3,0,3,0,3,6,0,0
1000000,2,2,0,951406,0,4,0,0
750000,5,1,2,1445295,1,8,0,1
714285,3,2,2,1199493,1,7,0,0
1000000,4,3,0,786580,0,7,0,0
750000,3,0,1,0,1,4,0,0
1000000,3,2,0,1464924,0,5,0,0
500000,1,1,2,218348,1,4,0,1
1000000,4,1,0,743522,0,5,0,0
1000000,3,0,0,0,0,3,0,0
800000,2,2,1,836108,1,5,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,3,0,1731835,0,6,0,0
1000000,0,0,0,0,0,0,0,0
400000,2,0,3,0,2,5,0,1
750000,2,1,1,1176367,0,4,0,1
1000000,2,0,0,0,0,2,0,0
1000000,6,0,0,0,0,6,0,0
250000,1,0,3,0,0,4,0,0
833333,1,4,1,1354200,1,6,0,1
800000,4,0,1,0,1,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,3,2,0,1128072,0,5,0,0
833333,4,1,1,419496,1,6,0,0
750000,2,1,1,717130,0,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,4,0,0,0,0,4,0,1
875000,7,0,1,0,0,8,0,0
1000000,7,0,0,0,0,7,0,0
1000000,5,0,0,0,0,5,0,0
750000,4,2,2,2115508,2,8,0,0
750000,0,6,2,1137964,2,8,0,1
750000,5,1,2,347514,1,8,0,0
750000,1,2,1,1770508,0,4,0,0
750000,2,1,1,707841,0,4,0,0
1000000,3,0,0,0,0,3,0,0
500000,2,0,2,0,1,4,0,0
1000000,5,1,0,295015,0,6,0,1
1000000,5,0,0,0,0,5,0,0
800000,4,0,1,0,0,5,0,0
600000,3,0,2,0,0,5,0,0
1000000,2,0,0,0,0,2,0,0
1000000,4,0,0,0,0,4,2,0
1000000,3,0,0,0,0,3,0,0
875000,7,0,1,0,1,8,0,0
1000000,5,1,0,286352,0,6,0,0
833333,4,1,1,1577792,1,6,0,1
833333,5,0,1,0,1,6,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,2,0,1589510,0,6,3,0
1000000,3,0,0,0,0,3,0,0
428571,1,2,4,770527,4,7,0,0
1000000,6,0,0,0,0,6,0,0
500000,1,0,1,0,0,2,0,0
1000000,1,1,0,733462,0,2,0,0
1000000,0,0,0,0,0,0,3,0
600000,2,1,2,282132,0,5,0,0
833333,4,1,1,1847311,1,6,0,1
1000000,3,0,0,0,0,3,0,0
666666,2,0,1,0,0,3,0,0
1000000,5,0,0,0,0,5,0,1
666666,4,0,2,0,1,6,0,0
714285,4,1,2,243099,0,7,0,0
714285,1,4,2,1244837,2,7,0,1
1000000,4,2,0,377526,0,6,0,0
800000,4,0,1,0,0,5,0,0
833333,3,2,1,1720704,0,6,0,0
1000000,7,0,0,0,0,7,0,0
750000,3,0,1,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
875000,7,0,1,0,1,8,0,0
500000,0,3,3,1127810,3,6,0,0
1000000,5,1,0,840475,0,6,0,0
666666,2,2,2,1791543,2,6,0,1
750000,2,1,1,1516109,0,4,0,0
500000,0,3,3,759478,3,6,0,0
1000000,5,1,0,134012,0,6,0,0
875000,5,2,1,470226,1,8,0,0
333333,1,0,2,0,0,3,0,0
1000000,7,0,0,0,0,7,0,0
571428,3,1,3,431074,2,7,0,0
800000,4,0,1,0,0,5,0,0
1000000,4,2,0,660357,0,6,0,0
1000000,4,2,0,482059,0,6,0,0
833333,4,1,1,310701,1,6,0,0
571428,3,1,3,841598,3,7,0,0
500000,2,1,3,788998,3,6,0,1
1000000,7,0,0,0,0,7,0,0
875000,7,0,1,0,0,8,0,0
1000000,1,0,0,0,0,1,0,0
500000,2,1,3,226702,1,6,3,0
1000000,6,2,0,793179,0,8,0,0
1000000,7,0,0,0,0,7,0,0
1000000,1,0,0,0,0,1,0,0
625000,5,0,3,0,2,8,0,0
571428,2,2,3,1072725,3,7,0,0
1000000,3,0,0,0,0,3,0,0
857142,2,4,1,885100,1,7,3,1
571428,3,1,3,770794,2,7,3,0
1000000,6,1,0,665706,0,7,0,0
875000,7,0,1,0,1,8,0,0
857142,6,0,1,0,1,7,0,0
571428,3,1,3,1607495,2,7,0,0
1000000,5,0,0,0,0,5,0,0
1000000,4,0,0,0,0,4,0,0
400000,1,1,3,438147,2,5,0,0
1000000,6,0,0,0,0,6,0,0
600000,3,0,2,0,2,5,0,0
750000,2,1,1,655056,1,4,0,0
600000,2,1,2,1039507,0,5,0,0
333333,1,1,4,1847641,1,6,3,1
750000,3,0,1,0,0,4,0,0
1000000,6,0,0,0,0,6,0,0
1000000,0,0,0,0,0,0,0,0
1000000,3,2,0,1385498,0,5,0,0
857142,5,1,1,892826,1,7,3,0
1000000,3,0,0,0,0,3,0,0
833333,4,1,1,679311,1,6,0,0
1000000,4,1,0,797982,0,5,0,0
666666,4,0,2,0,2,6,0,0
1000000,2,0,0,0,0,2,0,0
1000000,6,1,0,831320,0,7,0,1
1000000,2,1,0,742687,0,3,0,0
1000000,6,0,0,0,0,6,0,0
625000,5,0,3,0,2,8,0,0
1000000,3,1,0,203409,0,4,0,0
1000000,8,0,0,0,0,8,0,0
714285,4,1,2,845221,2,7,0,0
1000000,3,0,0,0,0,3,0,0
750000,2,4,2,1515966,0,8,0,0
875000,7,0,1,0,1,8,0,0
1000000,2,1,0,282057,0,3,3,0
666666,2,0,1,0,0,3,1,0
857142,6,0,1,0,0,7,0,0
714285,5,0,2,0,2,7,0,0
1000000,4,0,0,0,0,4,0,0
666666,4,0,2,0,1,6,0,0
600000,0,3,2,620975,2,5,0,0
1000000,7,0,0,0,0,7,0,0
1000000,5,0,0,0,0,5,0,0
1000000,3,0,0,0,0,3,0,0
1000000,5,0,0,0,0,5,0,0
833333,3,2,1,848960,0,6,0,0
857142,6,0,1,0,1,7,0,0
500000,0,4,4,2175867,3,8,0,1
1000000,4,3,0,425443,0,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
1000000,7,0,0,0,0,7,0,0
1000000,7,0,0,0,0,7,1,0
1000000,1,2,0,838234,0,3,0,0
333333,1,1,4,1183448,2,6,0,0
666666,1,1,1,457546,0,3,0,0
1000000,2,1,0,936361,0,3,0,0
625000,3,2,3,1411245,3,8,0,0
1000000,0,0,0,0,0,0,0,0
1000000,7,0,0,0,0,7,0,0
750000,3,3,2,1380358,0,8,0,0
857142,5,1,1,837604,1,7,0,0
714285,1,4,2,2120911,0,7,0,0
750000,2,1,1,1082553,1,4,0,1
750000,3,0,1,0,1,4,0,1
714285,4,1,2,34790,0,7,0,0
600000,3,0,2,0,1,5,0,0
750000,2,4,2,1810910,0,8,0,1
571428,2,2,3,1331098,0,7,1,0
1000000,5,0,0,0,0,5,0,0
600000,2,1,2,128119,1,5,0,0
1000000,2,1,0,410595,0,3,0,0
666666,3,1,2,204267,2,6,0,0
600000,2,1,2,205677,0,5,0,0
833333,3,2,1,442250,0,6,0,0
1000000,3,0,0,0,0,3,0,0
400000,1,1,3,877286,2,5,0,1
1000000,3,0,0,0,0,3,0,0
1000000,3,0,0,0,0,3,0,0
1000000,3,1,0,1570161,0,4,0,0
1000000,5,1,0,191838,0,6,1,0
500000,1,0,1,0,0,2,0,0
875000,6,1,1,1523645,1,8,0,0
600000,3,0,2,0,0,5,0,0
1000000,5,0,0,0,0,5,2,0
1000000,2,0,0,0,0,2,0,0
833333,1,4,1,1868107,0,6,0,0
625000,3,2,3,1197930,3,8,0,0
800000,4,0,1,0,1,5,0,0
1000000,6,0,0,0,0,6,0,0
1000000,4,3,0,1701636,0,7,0,0
800000,4,0,1,0,0,5,0,0
857142,4,2,1,177537,1,7,0,0
857142,3,3,1,1841320,1,7,0,1
200000,0,1,4,506171,4,5,0,0
800000,3,1,1,729048,0,5,2,0
1000000,6,0,0,0,0,6,0,0
1000000,2,0,0,0,0,2,0,0
800000,1,3,1,1252572,0,5,3,1
1000000,3,0,0,0,0,3,0,0
833333,5,0,1,0,0,6,0,0
1000000,4,0,0,0,0,4,0,0
857142,5,1,1,514887,1,7,0,0
857142,6,0,1,0,1,7,0,0
1000000,5,0,0,0,0,5,3,0
600000,2,1,2,1550348,0,5,2,0
1000000,3,1,0,1036061,0,4,0,0
1000000,2,0,0,0,0,2,0,0
666666,2,2,2,187636,2,6,0,0
1000000,4,0,0,0,0,4,0,0
800000,3,1,1,1570656,0,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,0,2,0,1504357,0,2,0,0
833333,4,1,1,356145,0,6,0,0
666666,2,2,2,1154574,0,6,0,0
1000000,2,2,0,329224,0,4,0,0
857142,6,0,1,0,0,7,0,0
625000,2,3,3,698913,3,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,1,0,0,0,0,1,0,0
857142,6,0,1,0,1,7,0,0
666666,2,0,1,0,0,3,0,0
666666,4,0,2,0,0,6,0,0
857142,6,0,1,0,0,7,0,0
625000,4,1,3,930840,2,8,0,0
750000,3,0,1,0,1,4,0,0
750000,3,0,1,0,0,4,0,0
750000,4,2,2,1691105,2,8,0,1
1000000,0,0,0,0,0,0,0,0
1000000,4,0,0,0,0,4,0,0
500000,2,1,3,1950439,0,6,0,0
857142,6,0,1,0,1,7,0,0
1000000,2,2,0,621997,0,4,0,0
1000000,5,1,0,43360,0,6,2,0
200000,0,1,4,148955,4,5,0,0
500000,1,0,1,0,0,2,0,0
800000,2,2,1,560739,1,5,0,0
666666,2,0,1,0,0,3,0,0
1000000,6,1,0,727109,0,7,0,0
875000,5,2,1,982706,0,8,0,1
166666,0,1,5,2274268,2,6,0,1
500000,1,3,4,1633018,4,8,0,1
750000,1,2,1,1292474,1,4,0,1
1000000,4,1,0,506218,0,5,0,0
800000,4,0,1,0,0,5,0,0
1000000,4,1,0,305414,0,5,0,0
1000000,2,0,0,0,0,2,0,0
1000000,7,0,0,0,0,7,0,0
833333,4,1,1,909931,0,6,0,0
1000000,6,1,0,738811,0,7,0,0
800000,1,3,1,1948637,0,5,0,1
1000000,5,0,0,0,0,5,0,0
833333,5,0,1,0,1,6,0,0
833333,5,0,1,0,0,6,3,0
1000000,8,0,0,0,0,8,0,0
714285,2,3,2,560772,0,7,0,0
750000,1,2,1,862386,1,4,0,0
875000,4,3,1,1079687,0,8,0,0
1000000,7,0,0,0,0,7,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,3,0,1016665,0,8,0,0
714285,4,1,2,1781215,2,7,0,0
1000000,6,1,0,108621,0,7,0,0
500000,0,4,4,2685913,4,8,0,1
250000,0,2,6,1634373,5,8,0,1
1000000,4,1,0,1113313,0,5,0,0
1000000,2,0,0,0,0,2,0,0
750000,3,0,1,0,0,4,0,0
400000,2,0,3,0,3,5,0,1
857142,6,0,1,0,0,7,0,0
1000000,7,0,0,0,0,7,0,0
800000,2,2,1,1614267,0,5,0,1
1000000,3,3,0,667572,0,6,0,0
1000000,3,1,0,453116,0,4,0,0
833333,3,2,1,735589,0,6,0,0
1000000,6,2,0,875476,0,8,0,0
1000000,5,1,0,1203637,0,6,0,0
400000,0,2,3,1903400,3,5,0,0
800000,3,1,1,1801503,1,5,0,0
0,0,0,6,0,6,6,0,1
750000,3,0,1,0,0,4,0,0
625000,3,2,3,420331,2,8,0,0
571428,1,3,3,2240073,2,7,0,1
714285,2,3,2,757340,2,7,0,1
666666,1,1,1,1124369,0,3,0,0
200000,1,0,4,0,1,5,0,0
500000,1,0,1,0,0,2,0,0
714285,4,1,2,385244,1,7,0,0
666666,2,2,2,1326437,2,6,0,1
1000000,0,0,0,0,0,0,0,0
666666,1,3,2,392229,2,6,0,0
666666,2,0,1,0,0,3,0,0
833333,2,3,1,495948,0,6,0,1
1000000,3,1,0,646695,0,4,0,0
1000000,3,0,0,0,0,3,2,0
1000000,6,0,0,0,0,6,0,0
500000,1,0,1,0,0,2,0,0
750000,5,1,2,432168,1,8,0,0
500000,3,0,3,0,3,6,0,0
625000,3,2,3,797072,1,8,0,0
1000000,7,0,0,0,0,7,0,0
800000,3,1,1,833446,0,5,0,0
625000,2,3,3,1158711,3,8,0,1
666666,2,0,1,0,1,3,0,1
1000000,2,0,0,0,0,2,0,0
1000000,4,0,0,0,0,4,0,0
500000,0,3,3,1957291,0,6,0,0
1000000,4,1,0,189845,0,5,0,0
1000000,2,0,0,0,0,2,0,0
714285,4,1,2,651648,1,7,0,0
714285,2,3,2,1270971,2,7,0,1
500000,3,0,3,0,3,6,0,0
500000,2,0,2,0,0,4,0,0
875000,6,1,1,486559,0,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,2,0,550345,0,5,0,0
666666,2,0,1,0,0,3,0,0
1000000,5,0,0,0,0,5,0,0
0,0,0,3,0,3,3,0,0
714285,0,5,2,1239005,1,7,0,1
1000000,7,1,0,30739,0,8,0,0
714285,3,2,2,1432525,1,7,0,1
1000000,4,1,0,337106,0,5,0,1
0,0,0,2,0,2,2,0,1
625000,4,1,3,1078621,0,8,0,1
714285,5,0,2,0,2,7,0,0
1000000,3,4,0,1690302,0,7,3,0
1000000,6,0,0,0,0,6,0,0
1000000,5,1,0,651939,0,6,0,0
1000000,6,1,0,415625,0,7,0,0
857142,4,2,1,618968,0,7,0,0
666666,1,3,2,1721286,0,6,0,1
875000,6,1,1,928693,1,8,2,0
1000000,3,0,0,0,0,3,0,0
400000,0,2,3,458199,3,5,0,0
833333,3,2,1,881845,1,6,0,0
833333,5,0,1,0,1,6,0,0
571428,3,1,3,956898,3,7,0,0
1000000,0,1,0,276549,0,1,0,0
0,0,0,1,0,0,1,0,0
833333,4,1,1,853323,1,6,2,1
833333,5,0,1,0,1,6,0,0
1000000,6,2,0,1656543,0,8,0,0
500000,2,0,2,0,0,4,0,0
666666,2,0,1,0,0,3,3,1
714285,3,2,2,610950,0,7,0,0
857142,6,0,1,0,1,7,3,0
571428,2,2,3,843008,3,7,0,0
125000,0,1,7,1109129,7,8,0,0
1000000,8,0,0,0,0,8,0,0
666666,0,2,1,770460,0,3,0,1
400000,2,0,3,0,3,5,0,0
875000,4,3,1,1687341,0,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,5,1,0,692021,0,6,0,0
1000000,4,1,0,778454,0,5,0,0
666666,2,2,2,2344363,0,6,0,0
750000,5,1,2,423152,1,8,0,0
600000,2,1,2,959728,1,5,3,0
1000000,8,0,0,0,0,8,0,0
875000,7,0,1,0,1,8,0,0
666666,1,3,2,1132613,1,6,0,1
833333,5,0,1,0,0,6,0,0
571428,3,1,3,1639358,1,7,3,0
1000000,8,0,0,0,0,8,0,0
0,0,0,1,0,1,1,0,1
1000000,7,0,0,0,0,7,0,0
1000000,1,0,0,0,0,1,0,0
1000000,2,1,0,1035825,0,3,0,0
1000000,2,0,0,0,0,2,0,0
857142,6,0,1,0,0,7,0,0
1000000,7,0,0,0,0,7,0,0
800000,3,1,1,953877,1,5,0,0
857142,4,2,1,1819184,0,7,0,1
750000,1,2,1,1436497,0,4,0,0
1000000,3,2,0,1239876,0,5,1,0
833333,1,4,1,1914083,1,6,0,1
875000,6,1,1,1051997,0,8,0,0
1000000,6,0,0,0,0,6,0,0
875000,5,2,1,1535283,1,8,0,0
125000,0,1,7,778440,5,8,0,1
666666,2,0,1,0,1,3,0,0
1000000,8,0,0,0,0,8,0,0
1000000,4,0,0,0,0,4,2,0
428571,2,1,4,838934,4,7,1,0
625000,1,4,3,718318,3,8,0,1
428571,0,3,4,2023922,2,7,0,1
1000000,7,0,0,0,0,7,0,0
714285,2,3,2,1279759,1,7,0,0
250000,1,1,6,1723083,3,8,0,1
1000000,0,0,0,0,0,0,3,0
1000000,6,1,0,924683,0,7,0,0
750000,3,0,1,0,1,4,0,0
1000000,6,2,0,913245,0,8,0,1
1000000,4,0,0,0,0,4,0,0
800000,4,0,1,0,0,5,0,0
250000,1,0,3,0,2,4,2,1
750000,3,0,1,0,0,4,0,0
571428,4,0,3,0,3,7,0,0
666666,3,1,2,891285,2,6,0,0
857142,5,1,1,199864,1,7,0,0
1000000,8,0,0,0,0,8,0,0
1000000,1,0,0,0,0,1,0,0
666666,4,0,2,0,1,6,0,0
800000,4,0,1,0,0,5,0,0
400000,2,0,3,0,3,5,0,0
1000000,2,2,0,1359928,0,4,0,0
833333,5,0,1,0,0,6,0,0
500000,1,2,3,1225408,1,6,0,0
1000000,3,0,0,0,0,3,0,1
750000,2,1,1,908050,1,4,0,1
1000000,4,0,0,0,0,4,0,0
875000,6,1,1,654875,0,8,0,0
875000,6,1,1,734751,1,8,0,0
1000000,5,0,0,0,0,5,0,0
750000,3,0,1,0,1,4,0,1
1000000,5,0,0,0,0,5,0,0
1000000,6,1,0,349008,0,7,0,0
1000000,4,0,0,0,0,4,0,0
875000,6,1,1,1006337,0,8,0,0
857142,6,0,1,0,0,7,0,0
714285,3,2,2,673284,2,7,0,0
1000000,7,0,0,0,0,7,0,0
1000000,7,0,0,0,0,7,0,0
833333,5,0,1,0,0,6,1,0
666666,1,1,1,1286363,0,3,0,1
833333,2,3,1,1851106,0,6,0,1
750000,2,1,1,2243217,1,4,0,0
800000,4,0,1,0,0,5,0,0
714285,5,0,2,0,1,7,0,0
428571,2,1,4,454142,0,7,0,0
666666,3,1,2,1240043,0,6,3,0
857142,4,2,1,1050180,1,7,0,0
1000000,7,1,0,438986,0,8,0,0
750000,2,1,1,1049783,0,4,0,0
875000,6,1,1,430997,1,8,0,0
500000,1,2,3,1932250,2,6,2,1
714285,1,4,2,1087504,2,7,0,0
600000,1,2,2,1777794,0,5,0,0
800000,4,0,1,0,1,5,0,0
800000,3,1,1,974070,1,5,0,0
1000000,5,2,0,749893,0,7,1,0
1000000,3,1,0,233720,0,4,0,0
666666,2,0,1,0,1,3,0,0
1000000,6,0,0,0,0,6,0,0
666666,2,2,2,1039937,2,6,0,0
750000,6,0,2,0,2,8,0,0
750000,2,1,1,843602,0,4,0,0
1000000,8,0,0,0,0,8,0,0
750000,2,1,1,134063,1,4,0,1
500000,1,1,2,1317853,0,4,0,0
750000,3,3,2,1895507,2,8,0,0
1000000,0,0,0,0,0,0,0,0
1000000,6,0,0,0,0,6,0,0
1000000,6,1,0,416099,0,7,0,0
800000,2,2,1,1340691,0,5,0,1
833333,5,0,1,0,0,6,0,0
1000000,4,1,0,1317849,0,5,0,0
333333,0,1,2,668766,2,3,0,1
750000,5,1,2,1368344,0,8,2,1
714285,4,1,2,1129246,1,7,0,0
571428,3,1,3,710568,0,7,3,0
1000000,3,0,0,0,0,3,0,0
750000,6,0,2,0,0,8,0,1
666666,0,2,1,829719,0,3,2,1
875000,5,2,1,1288571,0,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,1,0,0,0,0,1,0,1
714285,5,0,2,0,2,7,0,0
875000,5,2,1,1857486,0,8,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,3,0,1611603,0,8,0,1
250000,0,2,6,931403,6,8,0,0
875000,4,3,1,1533793,0,8,0,0
1000000,0,0,0,0,0,0,0,0
1000000,5,0,0,0,0,5,0,0
1000000,5,0,0,0,0,5,0,0
750000,6,0,2,0,1,8,0,1
666666,1,1,1,1630878,0,3,0,0
666666,2,0,1,0,0,3,0,0
1000000,3,0,0,0,0,3,0,0
833333,4,1,1,1299291,0,6,0,0
800000,2,2,1,864933,0,5,0,0
1000000,1,0,0,0,0,1,0,0
875000,6,1,1,296076,1,8,0,0
571428,3,1,3,94191,1,7,0,0
1000000,3,0,0,0,0,3,0,0
600000,3,0,2,0,0,5,0,0
0,0,0,1,0,0,1,0,0
1000000,3,1,0,948112,0,4,0,0
571428,1,3,3,1214909,3,7,0,1
1000000,3,1,0,1276046,0,4,2,0
1000000,4,0,0,0,0,4,0,0
1000000,2,2,0,1102784,0,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,2,0,0,0,0,2,0,0
1000000,0,0,0,0,0,0,0,0
875000,6,1,1,388469,1,8,0,0
1000000,7,0,0,0,0,7,0,0
833333,4,1,1,836053,1,6,0,0
800000,2,2,1,579015,0,5,0,1
500000,2,1,3,698245,2,6,0,0
875000,6,1,1,242317,1,8,3,0
1000000,5,1,0,134818,0,6,0,0
750000,3,0,1,0,0,4,0,0
833333,5,0,1,0,1,6,0,0
1000000,5,0,0,0,0,5,0,0
625000,4,1,3,674226,3,8,0,0
500000,1,0,1,0,0,2,0,0
714285,5,0,2,0,1,7,0,1
1000000,8,0,0,0,0,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,3,0,0,0,0,3,0,0
714285,4,1,2,1265002,0,7,0,0
833333,4,1,1,788148,1,6,0,0
500000,1,1,2,781948,1,4,0,0
1000000,2,0,0,0,0,2,2,0
750000,3,0,1,0,1,4,0,0
1000000,4,0,0,0,0,4,0,0
625000,4,1,3,65014,0,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,0,0,0,0,0,0,0,0
1000000,1,0,0,0,0,1,0,0
714285,2,3,2,969482,2,7,0,1
857142,6,0,1,0,0,7,0,0
1000000,7,1,0,438634,0,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,1,0,185488,0,6,0,0
750000,2,1,1,859787,0,4,0,0
285714,1,1,5,662739,2,7,0,1
1000000,7,0,0,0,0,7,0,0
571428,4,0,3,0,0,7,0,0
1000000,3,1,0,241541,0,4,0,0
1000000,4,2,0,1080803,0,6,0,0
714285,1,4,2,688458,2,7,0,1
714285,4,1,2,124166,1,7,0,0
1000000,2,1,0,1118630,0,3,0,0
833333,3,2,1,781847,0,6,0,0
1000000,3,0,0,0,0,3,0,0
571428,3,1,3,1738824,3,7,0,0
1000000,2,1,0,236328,0,3,0,0
625000,4,1,3,1480072,3,8,0,0
833333,4,1,1,321577,0,6,0,0
1000000,4,0,0,0,0,4,0,0
600000,1,2,2,513174,1,5,0,0
833333,4,1,1,783569,1,6,0,0
666666,4,0,2,0,0,6,0,0
1000000,5,1,0,987033,0,6,0,0
714285,4,1,2,139721,1,7,0,0
714285,5,0,2,0,0,7,0,0
875000,3,4,1,1711897,1,8,0,0
750000,1,2,1,1282728,0,4,0,0
1000000,2,0,0,0,0,2,0,0
400000,2,0,3,0,1,5,0,0
875000,5,2,1,1566487,1,8,0,1
428571,3,0,4,0,1,7,0,0
857142,5,1,1,79035,1,7,0,0
750000,0,3,1,2112915,1,4,0,0
1000000,4,0,0,0,0,4,0,0
875000,5,2,1,1596866,1,8,0,0
666666,1,1,1,255437,1,3,0,0
750000,3,0,1,0,0,4,2,0
750000,3,0,1,0,1,4,0,0
1000000,4,0,0,0,0,4,0,0
666666,3,1,2,1317921,2,6,0,0
625000,3,2,3,891492,2,8,0,0
833333,0,5,1,652858,1,6,0,0
1000000,3,1,0,585527,0,4,0,0
1000000,4,1,0,948465,0,5,0,0
857142,4,2,1,630143,1,7,0,0
714285,4,1,2,38148,2,7,0,0
1000000,7,1,0,51578,0,8,0,0
875000,7,0,1,0,1,8,0,0
1000000,2,0,0,0,0,2,0,0
750000,1,2,1,1398414,1,4,0,0
857142,6,0,1,0,1,7,0,0
428571,0,3,4,1172161,4,7,0,0
500000,4,0,4,0,3,8,0,0
875000,7,0,1,0,1,8,0,0
500000,3,0,3,0,3,6,0,0
1000000,5,0,0,0,0,5,0,0
571428,4,0,3,0,2,7,0,0
714285,5,0,2,0,2,7,0,0
1000000,3,1,0,535928,0,4,0,0
1000000,8,0,0,0,0,8,0,0
1000000,3,3,0,854269,0,6,1,0
800000,3,1,1,1484703,1,5,1,1
857142,3,3,1,755786,1,7,0,0
1000000,6,1,0,705328,0,7,0,0
666666,2,0,1,0,0,3,0,1
714285,2,3,2,926999,2,7,0,0
500000,1,1,2,971248,2,4,2,0
1000000,3,1,0,253472,0,4,0,0
666666,4,0,2,0,2,6,0,0
857142,6,0,1,0,0,7,0,0
1000000,2,2,0,1101280,0,4,0,0
714285,5,0,2,0,1,7,0,0
1000000,5,2,0,890862,0,7,0,0
750000,2,1,1,1027542,1,4,1,0
1000000,4,0,0,0,0,4,0,0
500000,1,1,2,611491,0,4,0,0
857142,5,1,1,1006531,1,7,0,0
800000,4,0,1,0,0,5,0,0
1000000,5,1,0,331377,0,6,0,0
800000,4,0,1,0,0,5,0,0
625000,4,1,3,1529216,1,8,0,0
571428,3,1,3,376730,0,7,0,0
1000000,7,1,0,897515,0,8,0,1
800000,3,1,1,1157227,0,5,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,2,0,1884142,0,5,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,3,0,654226,0,8,0,0
1000000,0,0,0,0,0,0,0,0
0,0,0,2,0,1,2,0,0
857142,5,1,1,441341,1,7,0,0
833333,5,0,1,0,0,6,0,0
1000000,3,2,0,796071,0,5,0,0
666666,2,2,2,1470194,2,6,0,1
333333,1,0,2,0,2,3,0,0
857142,6,0,1,0,0,7,0,0
1000000,5,0,0,0,0,5,0,0
833333,4,1,1,1198999,1,6,0,0
1000000,4,0,0,0,0,4,0,0
1000000,7,0,0,0,0,7,0,0
1000000,7,0,0,0,0,7,0,0
833333,4,1,1,495630,1,6,0,0
875000,6,1,1,798357,0,8,0,0
1000000,8,0,0,0,0,8,0,0
833333,3,2,1,790632,0,6,0,1
833333,4,1,1,1192830,1,6,0,0
1000000,3,2,0,1111461,0,5,0,0
428571,1,2,4,747316,4,7,0,0
500000,1,1,2,672481,2,4,0,1
875000,7,0,1,0,1,8,0,0
875000,7,0,1,0,0,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,1,0,0,0,0,1,2,0
666666,3,1,2,921424,2,6,0,0
1000000,4,0,0,0,0,4,0,0
1000000,5,0,0,0,0,5,0,0
875000,7,0,1,0,1,8,0,0
1000000,3,0,0,0,0,3,0,0
750000,6,0,2,0,2,8,3,0
1000000,2,0,0,0,0,2,0,0
500000,3,0,3,0,1,6,0,0
1000000,6,2,0,1094003,0,8,0,0
1000000,3,0,0,0,0,3,0,0
666666,1,1,1,1157122,0,3,0,1
1000000,2,1,0,53469,0,3,0,0
500000,1,0,1,0,0,2,3,0
857142,6,0,1,0,0,7,0,0
1000000,3,2,0,712964,0,5,0,0
500000,1,0,1,0,0,2,0,0
1000000,2,2,0,469060,0,4,0,0
1000000,5,0,0,0,0,5,0,0
1000000,7,0,0,0,0,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,0,0,0,0,0,0,1,0
1000000,5,0,0,0,0,5,0,0
0,0,0,2,0,0,2,0,0
1000000,4,0,0,0,0,4,0,0
1000000,7,0,0,0,0,7,0,0
333333,1,0,2,0,0,3,0,0
750000,2,1,1,315921,1,4,0,0
600000,2,1,2,1013425,0,5,0,0
1000000,5,0,0,0,0,5,0,0
400000,0,2,3,1445761,2,5,2,1
857142,6,0,1,0,0,7,0,0
714285,3,2,2,1020565,0,7,1,0
571428,4,0,3,0,3,7,0,0
666666,2,2,2,1537959,2,6,0,0
857142,6,0,1,0,0,7,0,0
666666,4,0,2,0,0,6,0,1
1000000,2,0,0,0,0,2,0,0
750000,3,0,1,0,0,4,0,0
400000,1,1,3,1154731,2,5,0,0
600000,1,2,2,1473671,1,5,0,1
625000,5,0,3,0,1,8,3,0
1000000,2,0,0,0,0,2,0,0
625000,3,2,3,1533449,3,8,0,0
666666,3,1,2,1340331,2,6,0,0
800000,4,0,1,0,0,5,0,0
1000000,5,0,0,0,0,5,0,0
1000000,5,0,0,0,0,5,0,0
500000,4,0,4,0,3,8,0,0
